item_id,order_id,product_id,quantity,unit_price,discount_percent
76,1180,146,1,397.52,25
77,825,471,1,1584.9,30
78,691,36,6,1412.33,0
79,851,141,6,954.98,10
80,709,285,4,2324.97,0
81,1012,202,5,898.84,0
82,931,432,4,1124.85,0
83,1266,115,1,148.26,0
84,22,166,2,2584.86,0
85,1484,88,4,268.61,5
86,1483,3,3,2802.66,30
87,108,57,3,148.77,0
88,624,169,1,2065.33,10
89,778,474,3,417.6,0
90,944,164,1,2586.38,0
91,1197,343,4,371.51,25
92,1081,245,2,1985.5,50
93,575,116,3,279.94,25
94,607,181,-6,1677.75,0
95,497,356,6,238.66,5
96,1013,7,1,2013.14,5
97,959,250,4,318.08,5
98,428,264,5,2576.08,30
99,639,336,6,466.23,25
100,1034,113,1,2750.51,0
101,790,263,4,613.05,50
102,820,143,2,1272.17,0
103,1406,332,3,310.68,50
104,945,124,1,54.68,0
105,944,15,2,1431.34,10
106,1088,136,4,359.39,15
107,1128,221,1,640.14,15
108,813,261,5,1004.55,20
109,904,51,3,152.16,15
110,784,100,6,885.55,20
111,825,142,2,1591.04,50
112,1011,56,5,2045.08,20
113,1324,113,2,349.99,0
114,74,123,5,202.21,10
115,207,452,3,1862.56,5
116,1467,202,4,308.41,20
117,1417,106,3,517.23,25
118,417,362,3,1790.96,10
119,7,258,1,2723.81,0
120,1275,437,4,2720.47,10
121,489,349,2,213.02,15
122,384,73,3,2886.92,25
123,1365,172,4,67.38,20
124,541,348,1,2281.98,0
125,20,497,5,1424.12,15
126,3,242,4,332.61,5
127,36,428,5,688.72,10
128,1031,397,2,286.26,0
129,624,232,-6,1474.53,15
130,719,340,5,1462.05,10
131,747,424,4,1061.12,0
132,1455,397,3,1993.49,30
133,1221,139,4,2058.92,0
134,1492,76,6,2936.02,0
135,452,183,6,1496.01,0
136,501,185,5,622.89,20
137,183,328,2,328.26,20
138,561,461,6,2737.61,30
139,1080,467,2,2038.8,10
140,679,214,4,2836.07,50
141,566,22,3,1740.65,5
142,1438,63,3,1303.21,50
143,932,148,5,335.02,15
144,18,239,4,2044.36,0
145,1072,286,3,1994.64,50
146,622,34,4,2400.36,10
147,32,112,4,852.64,0
148,1215,251,1,920.94,0
149,882,26,3,758.04,0
150,718,341,3,2875.78,30
151,1149,366,2,815.65,0
152,403,471,4,246.75,50
153,449,478,1,1067.12,25
154,1390,217,6,1200.35,20
155,201,306,3,935.65,10
156,1155,412,4,1736.61,15
157,1400,70,2,1251.86,10
158,409,44,3,895.52,10
159,1287,94,4,1131.02,30
160,895,270,1,1328.49,0
161,642,240,5,1065.81,15
162,956,237,4,87.88,20
163,1145,46,1,2268.79,20
164,1260,298,3,1539.06,5
165,261,461,5,1698.9,30
166,601,65,1,1211.81,20
167,13,236,4,2518.4,30
168,174,425,1,2958.59,10
169,220,50,3,2466.71,50
170,1159,443,4,187.29,15
171,1198,379,6,2152.27,30
172,1437,74,2,1688.34,30
173,1015,459,2,2028.66,5
174,317,369,3,2967.53,10
175,14,353,4,606.1,50
176,138,310,1,2640.3,0
177,1065,105,1,315.3,5
178,51,201,5,171.68,25
179,250,248,3,2948.18,20
180,482,421,5,1840.22,10
181,900,64,6,1299.9,50
182,1303,73,1,2456.56,0
183,1347,262,2,2226.29,0
184,1120,246,2,873.66,25
185,1368,253,1,1105.18,50
186,564,358,4,2400.57,20
187,951,76,4,88.77,20
188,937,200,1,38.0,50
189,621,228,1,132.68,50
190,727,452,2,2170.58,25
191,568,184,1,1504.41,0
192,1031,463,2,2120.14,15
193,800,90,5,1969.48,0
194,721,174,6,1381.15,50
195,287,473,3,1184.82,10
196,1322,493,4,1417.9,20
197,1350,363,2,2782.6,50
198,1350,67,5,2094.82,10
199,1206,300,5,1854.34,15
200,827,16,1,2556.83,0
201,326,341,2,323.13,0
202,1392,390,4,698.45,15
203,485,373,1,2677.96,0
204,861,314,1,755.2,0
205,77,227,6,2291.24,0
206,1243,473,6,526.33,0
207,221,194,6,403.98,25
208,1306,103,5,591.18,30
209,1006,116,4,607.57,10
210,332,415,4,2371.06,30
211,177,323,5,2879.7,0
212,198,415,2,425.98,0
213,11,291,3,1642.01,20
214,148,350,3,2191.28,0
215,1492,255,6,574.46,30
216,425,257,5,1059.56,25
217,1267,411,5,206.13,0
218,876,448,6,217.25,20
219,161,153,2,307.23,30
220,1022,308,2,1623.91,0
221,47,473,-2,2485.3,10
222,800,35,-6,2617.97,15
223,324,274,3,1728.19,0
224,1061,160,5,1200.66,30
225,117,299,5,1415.58,0
226,539,17,6,1017.45,0
227,535,455,2,2295.38,15
228,286,419,2,2202.95,30
229,1359,253,1,223.37,5
230,1155,178,5,2943.26,0
231,853,476,5,246.38,50
232,1130,139,4,2171.37,0
233,214,260,1,679.61,25
234,718,156,4,2345.72,25
235,467,14,1,2321.97,0
236,402,441,5,1141.27,50
237,1401,283,6,1449.11,0
238,793,221,4,2105.51,0
239,1126,225,2,358.39,0
240,1261,100,3,1032.66,15
241,119,48,2,1767.91,5
242,466,291,4,142.11,30
243,31,417,6,175.37,5
244,117,93,2,851.37,25
245,644,336,3,2671.82,50
246,599,204,2,1438.71,50
247,251,40,6,754.35,0
248,1114,362,2,2206.98,25
249,732,366,2,911.64,25
250,752,445,5,1962.66,10
251,1079,358,3,1626.55,15
252,214,462,1,1235.45,15
253,1274,41,4,614.65,10
254,281,157,5,2227.02,5
255,432,372,1,2450.06,15
256,291,358,-1,1323.63,5
257,930,256,1,2509.79,0
258,554,197,3,904.74,50
259,174,438,1,1831.19,10
260,1015,197,1,1334.84,20
261,460,95,2,1981.48,20
262,1091,17,1,1626.94,10
263,713,387,1,2680.04,50
264,538,388,5,86.9,5
265,1487,444,5,1285.51,20
266,1494,414,6,332.08,0
267,795,440,6,2972.72,10
268,1096,294,4,2159.06,20
269,1063,492,3,1146.97,0
270,488,144,2,2399.77,0
271,562,395,1,1630.7,5
272,692,20,5,1848.56,20
273,741,401,3,1960.83,10
274,1246,158,1,1707.48,0
275,658,228,3,1390.86,0
276,901,19,1,2897.83,25
277,984,112,6,1228.79,30
278,1187,460,1,1832.93,10
279,644,93,1,777.73,25
280,566,66,3,686.12,25
281,358,336,2,153.49,50
282,235,95,6,2054.9,0
283,902,22,5,1662.46,15
284,467,500,-1,776.05,10
285,1390,368,3,138.98,30
286,481,40,3,1523.28,0
287,232,122,5,616.11,0
288,1169,37,3,1927.45,20
289,580,168,2,1822.87,0
290,738,460,3,1957.67,20
291,964,16,3,485.14,50
292,92,467,3,1775.73,0
293,218,414,5,942.75,5
294,1466,402,6,1746.55,30
295,705,426,2,1750.15,20
296,1346,196,6,2289.02,0
297,1330,491,1,2806.88,0
298,460,295,5,1892.82,30
299,857,434,5,2636.05,0
300,106,338,5,1575.72,25
301,904,100,3,2508.85,10
302,601,125,2,2398.02,15
303,742,162,2,2245.82,25
304,237,228,6,2199.73,5
305,840,181,3,1683.57,0
306,157,310,3,694.9,25
307,858,424,2,2481.22,50
308,257,398,5,2728.25,5
309,1381,311,5,784.54,0
310,588,61,3,249.11,15
311,863,295,5,1485.13,0
312,406,8,2,504.48,25
313,858,365,3,2790.72,30
314,207,427,2,1297.1,0
315,1414,68,2,1547.12,0
316,1085,182,4,386.72,20
317,1428,365,5,883.71,5
318,690,312,3,1851.81,50
319,1480,379,-1,2762.57,0
320,920,380,4,2505.24,25
321,593,376,4,554.44,0
322,1208,78,5,2687.32,0
323,1216,346,5,1949.97,15
324,777,91,3,1528.46,25
325,1205,119,3,895.56,0
326,699,266,1,2692.42,50
327,1188,147,5,971.79,20
328,653,22,2,2442.89,0
329,1498,266,2,838.38,20
330,1261,178,3,857.95,0
331,243,250,3,1319.56,10
332,347,311,3,2261.64,10
333,475,73,6,292.45,10
334,1131,15,5,1797.18,0
335,82,410,-5,589.42,30
336,1001,105,1,849.1,15
337,1170,267,4,382.91,25
338,930,367,3,2120.43,0
339,246,253,4,792.85,20
340,281,496,3,1064.39,0
341,162,373,6,227.68,5
342,321,142,5,1363.12,15
343,1051,362,-6,2065.37,0
344,79,478,4,2116.79,0
345,1068,431,3,1676.72,5
346,1283,126,1,414.94,0
347,771,136,2,1413.0,5
348,993,145,2,399.72,25
349,1301,439,1,2171.23,30
350,439,35,1,1474.62,20
351,1252,20,2,1257.39,0
352,539,324,5,1753.78,20
353,1307,272,3,1972.54,25
354,369,449,3,879.89,5
355,994,307,4,1074.6,20
356,986,113,3,341.54,0
357,589,167,4,745.95,25
358,871,238,1,2869.17,0
359,1353,357,1,1197.28,15
360,263,308,4,1238.95,25
361,481,138,1,1524.92,10
362,838,396,1,972.96,30
363,1383,201,3,2428.05,20
364,871,468,4,168.63,10
365,995,174,6,1910.62,5
366,94,210,3,667.82,25
367,342,400,5,1877.73,5
368,1257,67,5,1816.86,15
369,41,411,6,1140.67,0
370,1444,393,3,2299.21,15
371,130,266,6,635.34,0
372,1097,430,2,1609.42,0
373,1471,411,2,488.41,10
374,766,111,3,1661.09,20
375,510,433,1,64.98,0
376,1079,204,1,2375.07,30
377,87,155,2,77.61,10
378,1294,18,6,821.01,5
379,254,68,-4,2455.8,20
380,553,38,1,1516.01,0
381,1441,11,6,49.15,20
382,1110,49,5,2208.94,0
383,802,440,2,940.01,50
384,663,381,4,75.18,30
385,562,52,4,796.49,5
386,1344,193,5,877.26,25
387,191,288,2,839.28,20
388,583,260,6,737.62,30
389,36,488,4,1121.35,20
390,1120,232,6,676.06,0
391,51,229,4,1112.62,5
392,1154,171,1,435.59,10
393,1291,288,1,511.92,0
394,1004,43,5,428.29,5
395,1263,371,4,2519.75,30
396,477,130,1,1238.52,25
397,692,165,2,2068.55,0
398,1227,138,4,2072.74,0
399,1152,256,4,942.48,30
400,1336,237,2,2128.06,15
401,1054,472,5,319.61,0
402,1433,66,1,2271.88,20
403,332,86,5,596.12,0
404,233,254,1,516.31,20
405,1075,384,4,2623.27,0
406,857,152,4,357.16,0
407,603,268,6,970.55,10
408,762,73,5,874.14,0
409,1403,488,2,2144.85,50
410,1064,242,5,1391.33,10
411,677,85,6,1575.51,0
412,971,214,1,541.78,15
413,964,160,1,2105.89,0
414,409,276,6,1378.49,0
415,194,240,1,1785.39,50
416,137,453,3,681.96,30
417,1288,141,1,856.14,5
418,873,189,5,1875.38,10
419,826,278,3,1926.59,30
420,415,79,1,313.41,50
421,444,135,3,1693.16,0
422,260,331,5,2299.33,50
423,677,310,5,835.33,50
424,1262,108,6,508.46,25
425,475,476,2,2411.04,0
426,301,244,2,2624.47,0
427,663,71,1,1537.56,0
428,901,168,4,911.16,25
429,241,202,2,1135.04,30
430,790,182,6,938.73,25
431,1070,41,3,2650.44,30
432,439,365,2,432.94,10
433,896,251,5,2086.82,25
434,514,286,6,2699.79,0
435,1336,13,3,2599.08,0
436,955,373,6,1275.11,15
437,1264,196,5,1125.75,5
438,22,185,2,1580.38,25
439,12,169,5,286.85,10
440,756,472,3,43.92,30
441,560,329,1,1438.81,10
442,90,141,6,1877.68,10
443,1172,312,1,1898.56,25
444,1005,384,2,2625.44,25
445,1118,190,1,91.37,0
446,1461,446,2,2553.57,0
447,170,29,4,1332.92,0
448,1456,50,1,2574.38,15
449,569,378,2,54.94,50
450,1377,464,3,2958.88,0
451,1479,8,3,2821.93,30
452,826,34,4,582.86,0
453,1028,43,2,521.89,10
454,92,102,3,2067.71,50
455,839,160,2,824.92,0
456,719,239,1,1706.68,15
457,1427,477,1,1391.7,50
458,239,374,1,263.82,0
459,651,393,5,512.16,0
460,22,236,2,248.42,15
461,1484,429,2,2044.27,10
462,392,159,6,164.74,0
463,1446,143,3,425.58,0
464,647,428,4,568.79,5
465,409,133,2,2094.19,10
466,542,182,-1,1738.2,25
467,715,231,6,2489.35,30
468,1408,487,2,2505.0,0
469,790,292,2,635.94,30
470,1439,331,4,2433.67,15
471,592,359,2,2905.63,15
472,1130,47,6,1542.25,10
473,432,240,3,786.23,5
474,237,244,5,423.75,0
475,1202,289,3,1136.84,15
476,1206,360,1,318.32,15
477,735,216,1,1429.11,0
478,690,96,6,2739.88,0
479,628,280,2,562.55,25
480,45,234,4,1782.76,50
481,1423,243,4,2503.12,20
482,518,308,6,1016.95,15
483,1390,21,4,2912.44,10
484,480,216,5,1280.55,0
485,552,304,5,90.52,20
486,1049,454,2,1792.57,10
487,1429,488,5,2917.42,5
488,286,404,2,2879.94,15
489,186,411,3,1041.58,0
490,811,1,2,1977.53,25
491,411,158,2,245.72,10
492,484,47,2,2173.78,20
493,316,433,6,2327.95,30
494,11,177,4,304.24,0
495,1127,358,6,641.41,20
496,968,426,6,1393.13,20
497,498,66,1,958.48,20
498,274,460,4,853.17,15
499,1382,306,6,1184.58,20
500,147,343,3,2222.59,25
501,1202,454,1,1827.52,5
502,482,175,3,1506.86,15
503,4,385,5,1197.55,50
504,159,71,6,1502.35,5
505,91,223,2,283.09,10
506,787,218,6,456.49,0
507,638,18,4,786.75,25
508,864,204,2,2048.61,0
509,218,178,4,2059.77,0
510,208,412,6,2421.71,20
511,330,295,3,1523.38,0
512,1406,249,4,1963.18,0
513,1373,395,4,168.26,20
514,871,310,3,2422.34,0
515,923,400,-5,1423.27,15
516,687,58,5,2357.56,15
517,869,446,5,2025.78,20
518,308,486,1,2802.86,15
519,1209,264,3,2439.44,5
520,1491,25,4,1396.97,20
521,82,236,1,1104.48,25
522,1228,130,6,1279.98,15
523,1383,278,3,805.37,0
524,601,9,3,1343.08,20
525,610,306,6,339.49,0
526,1499,379,1,1191.66,30
527,359,49,1,382.53,30
528,297,221,6,2678.69,25
529,708,125,4,2756.73,50
530,1073,21,5,234.23,25
531,764,312,1,2930.65,0
532,1307,263,1,2940.9,20
533,162,217,3,1205.22,10
534,377,370,6,1960.42,10
535,163,407,4,578.97,0
536,535,264,3,1619.78,50
537,500,192,6,1722.14,0
538,441,383,4,2068.15,10
539,381,344,3,142.0,30
540,817,140,2,20.13,10
541,425,337,1,393.65,20
542,547,405,4,2927.81,50
543,652,116,1,59.13,5
544,665,314,2,867.05,0
545,1459,302,5,1265.19,25
546,1220,200,3,1429.43,30
547,1143,175,1,962.33,15
548,911,438,2,2229.0,25
549,432,345,5,1173.23,0
550,826,496,1,240.43,50
551,997,43,5,626.62,15
552,1085,150,3,2253.82,10
553,925,16,6,471.92,25
554,1198,181,2,1696.85,50
555,851,285,1,2233.44,10
556,481,68,4,1138.39,30
557,253,112,1,637.86,20
558,227,92,5,2595.36,10
559,822,181,5,2255.09,20
560,857,164,5,2312.65,10
561,1291,258,1,1609.2,15
562,804,254,2,2271.7,20
563,587,474,4,2620.66,0
564,820,273,3,2490.45,0
565,951,350,6,2722.31,0
566,786,499,5,1257.72,20
567,387,317,6,676.46,0
568,1249,42,5,1800.71,30
569,1500,167,4,1831.39,0
570,341,351,5,277.44,25
571,759,453,1,2370.69,50
572,798,443,5,583.13,30
573,331,371,4,2624.58,15
574,359,166,4,402.29,5
575,133,296,1,1386.23,5
576,502,228,6,2969.19,50
577,363,329,4,337.92,30
578,1238,126,3,1389.33,0
579,144,350,1,2032.23,0
580,1065,37,4,2350.21,20
581,533,62,-6,2148.81,30
582,1244,366,6,76.04,30
583,985,150,6,2435.93,0
584,1486,205,1,2151.29,15
585,1048,220,6,2363.33,25
586,213,389,2,2476.56,10
587,229,188,6,1241.61,0
588,696,408,2,1450.36,5
589,542,329,1,2082.68,15
590,939,386,6,737.96,25
591,533,353,3,1336.79,10
592,923,291,6,829.52,10
593,74,268,-2,868.85,0
594,453,186,3,2142.84,50
595,629,291,6,1903.51,0
596,974,345,6,888.16,25
597,1424,312,2,880.54,0
598,787,15,3,2553.5,5
599,1195,300,3,41.14,0
600,746,382,6,2611.35,30
601,1059,317,4,2700.51,25
602,705,301,6,2558.57,0
603,644,194,5,2596.9,15
604,994,446,6,1578.08,0
605,360,8,-4,2007.89,20
606,133,159,3,623.26,5
607,308,399,3,2187.64,50
608,245,183,6,1498.88,5
609,1167,431,6,2240.04,0
610,1074,187,2,1994.41,5
611,817,488,6,991.9,0
612,138,493,3,1606.59,30
613,1102,229,1,1702.27,0
614,508,409,2,2219.61,10
615,1413,117,6,2070.46,5
616,935,312,2,800.96,0
617,569,376,-1,2492.92,5
618,131,156,2,187.29,30
619,467,390,2,1745.9,50
620,951,452,1,2345.33,30
621,654,101,6,1437.51,0
622,906,102,1,304.13,25
623,1208,250,2,903.38,50
624,20,441,5,2715.44,20
625,1475,302,4,2418.27,5
626,1259,129,4,2264.91,0
627,1232,324,3,533.71,25
628,1039,146,4,2854.55,30
629,614,128,3,1026.72,30
630,1389,159,5,1879.64,30
631,229,4,2,961.03,25
632,1044,84,4,540.49,25
633,885,49,6,2776.26,10
634,908,422,3,552.05,30
635,223,158,2,1507.83,5
636,656,53,5,2055.82,25
637,1249,345,2,468.02,50
638,321,403,2,519.47,20
639,324,167,5,2870.34,0
640,971,404,6,1253.64,50
641,1488,478,3,792.25,5
642,622,157,3,1004.5,0
643,725,231,6,927.51,15
644,1154,3,4,2287.86,20
645,828,182,1,1939.15,20
646,287,10,4,2456.51,10
647,415,151,2,2498.49,10
648,49,405,3,1150.31,20
649,1143,409,5,648.86,5
650,1031,55,4,227.91,10
651,329,483,3,2165.19,25
652,963,353,1,2879.4,20
653,1447,144,4,2960.85,5
654,1201,52,4,173.06,0
655,702,190,3,1317.18,30
656,583,69,1,2643.14,25
657,152,423,3,459.56,20
658,309,294,5,603.98,10
659,181,168,-4,1720.34,5
660,1354,272,3,2452.84,30
661,1413,396,1,2310.87,0
662,1433,491,6,2561.03,15
663,914,95,6,967.2,5
664,467,171,4,600.96,15
665,1442,310,3,2244.21,10
666,48,329,2,1235.28,0
667,812,426,4,1587.55,0
668,1050,290,3,1314.43,0
669,66,405,5,1618.73,15
670,579,325,5,205.99,15
671,155,499,5,1677.08,0
672,231,409,5,1542.93,0
673,180,313,5,1952.27,25
674,391,419,-1,834.21,20
675,925,334,6,994.64,0
676,373,174,6,1364.87,50
677,1419,456,6,69.34,20
678,1178,320,3,2485.53,0
679,39,166,1,1284.31,5
680,531,346,2,2304.5,50
681,1091,395,4,2465.47,5
682,727,79,6,570.6,50
683,304,93,2,307.18,10
684,1093,400,5,386.33,0
685,714,446,1,949.43,15
686,472,104,6,912.27,5
687,869,480,3,2760.04,5
688,728,450,1,2697.14,0
689,901,14,1,1334.64,20
690,428,229,4,1318.45,0
691,407,303,2,2444.43,20
692,191,468,2,1737.02,30
693,1058,388,1,632.87,0
694,1002,184,6,2250.3,50
695,649,108,4,2955.53,5
696,1039,131,3,1528.66,25
697,936,195,1,2411.22,0
698,820,185,1,2837.47,15
699,134,118,4,2999.12,10
700,173,449,6,1416.73,20
701,563,24,6,426.5,15
702,510,5,2,388.21,50
703,319,391,2,121.78,25
704,1222,191,2,1854.58,10
705,323,90,4,2809.19,0
706,311,187,6,2637.84,0
707,225,255,2,616.21,0
708,827,466,6,2525.07,15
709,1274,402,3,82.36,0
710,59,377,4,2616.72,0
711,835,194,1,2288.69,30
712,1480,81,5,304.85,0
713,715,215,2,2964.63,0
714,231,213,4,2569.14,25
715,1100,439,4,1811.8,0
716,1305,244,1,1411.11,10
717,527,337,2,1622.26,15
718,1257,245,6,1480.94,0
719,1170,113,2,1546.63,0
720,293,381,2,288.89,0
721,828,54,3,753.09,50
722,514,169,-2,2132.83,10
723,947,267,6,1553.13,50
724,547,217,2,1127.44,15
725,298,383,5,2718.51,0
726,789,407,6,597.7,0
727,374,325,1,107.17,0
728,488,166,2,40.08,20
729,985,97,4,1888.0,15
730,1183,110,4,1362.31,25
731,539,61,5,2236.16,25
732,1343,173,5,2990.07,15
733,382,414,3,2616.55,15
734,1125,343,4,2569.36,0
735,1064,401,3,1099.44,0
736,1316,65,1,288.28,30
737,937,282,1,2139.52,0
738,259,232,3,1311.31,10
739,170,204,5,2460.98,0
740,1047,431,2,2043.32,0
741,35,270,2,1804.8,15
742,311,269,5,145.75,30
743,1092,118,3,2082.62,30
744,1088,82,2,304.91,15
745,340,116,6,2530.5,50
746,1467,483,2,2865.62,30
747,869,26,2,2877.38,10
748,821,462,3,1567.64,20
749,863,165,4,412.68,25
750,615,129,1,2126.48,0
751,1369,473,3,2201.71,5
752,1217,387,1,1234.07,0
753,295,392,4,2916.42,0
754,497,331,-4,1259.93,0
755,1212,428,2,1054.47,5
756,464,458,3,1207.31,0
757,1487,484,6,2018.59,50
758,422,345,4,830.03,0
759,671,267,1,936.93,0
760,211,242,6,700.38,50
761,898,278,3,2230.02,0
762,931,451,2,2937.08,0
763,1475,487,3,2963.94,10
764,782,321,3,1402.24,0
765,1199,389,2,876.87,25
766,1071,375,1,1811.93,0
767,1227,446,3,2550.65,5
768,1013,216,6,174.67,20
769,216,464,3,758.75,10
770,1041,342,3,2509.71,20
771,731,52,1,2140.72,0
772,995,254,2,668.06,50
773,889,54,6,2991.92,10
774,1452,311,4,2513.05,30
775,770,446,5,2776.1,30
776,784,56,1,1773.08,50
777,1317,49,1,356.83,50
778,489,345,3,2129.37,50
779,1237,368,4,2234.21,20
780,712,437,6,1384.93,25
781,1071,417,1,2416.64,20
782,885,111,6,1702.96,0
783,50,51,6,880.37,15
784,845,435,1,2673.38,25
785,735,181,6,2920.87,15
786,510,402,3,148.16,25
787,939,394,6,2381.95,10
788,429,332,5,969.03,30
789,822,433,3,1502.01,0
790,183,316,3,1617.01,15
791,467,52,3,2742.94,10
792,186,161,6,1867.29,20
793,1310,104,2,797.72,20
794,1449,173,4,2418.66,15
795,741,166,2,52.7,0
796,389,466,5,1520.83,10
797,1316,388,5,1681.96,10
798,365,357,4,232.43,50
799,192,469,1,2631.41,50
800,829,367,3,1023.79,0
801,725,472,4,1158.79,0
802,602,498,5,251.22,50
803,461,126,4,1646.22,0
804,1368,254,3,677.28,0
805,1424,449,2,681.37,5
806,1327,7,2,893.9,0
807,43,430,5,1319.65,25
808,1140,99,5,1239.91,50
809,1063,322,5,1728.49,20
810,793,362,6,2391.41,10
811,746,190,3,1096.72,20
812,481,183,3,235.74,30
813,1420,441,2,2483.21,15
814,1439,297,-2,390.65,30
815,1040,275,6,943.89,25
816,1238,368,2,2107.92,15
817,1135,138,2,1724.91,25
818,109,225,4,1493.91,50
819,894,12,1,1682.08,0
820,1145,459,6,1046.07,0
821,1447,350,2,1066.46,0
822,1473,130,3,2842.32,50
823,1491,252,1,1295.34,50
824,274,339,4,1359.07,5
825,1103,170,6,701.53,10
826,1041,393,4,1621.14,0
827,1396,442,5,25.29,15
828,1249,301,1,363.45,15
829,146,272,5,1244.07,0
830,331,128,6,2939.45,5
831,368,333,2,2786.83,0
832,1493,46,1,287.01,15
833,827,413,5,1225.68,20
834,1427,434,4,1033.17,0
835,197,91,3,2123.25,15
836,517,95,4,785.21,0
837,411,332,2,1900.86,15
838,696,269,4,777.01,0
839,1242,31,1,2049.72,30
840,196,494,2,2955.46,0
841,26,197,1,922.26,15
842,1164,440,5,212.82,15
843,354,256,2,549.45,50
844,448,447,3,2051.13,0
845,317,294,5,534.9,15
846,903,260,6,450.81,0
847,912,20,1,2806.2,50
848,247,56,3,1050.42,10
849,370,86,5,2701.19,30
850,1020,80,2,2992.04,50
851,691,426,4,1169.59,30
852,918,34,1,1018.34,30
853,749,492,2,2453.67,5
854,386,184,4,180.58,0
855,984,51,6,2544.08,50
856,187,467,6,1584.38,15
857,1178,268,6,1185.58,30
858,1119,145,6,964.35,5
859,918,484,2,1880.89,10
860,828,43,4,1473.94,20
861,1007,288,1,1454.89,15
862,797,403,3,2313.37,25
863,1401,271,6,2494.62,0
864,386,457,1,1764.47,10
865,1170,329,5,944.39,0
866,99,25,5,2900.47,0
867,789,494,-2,1615.6,15
868,1402,269,4,2548.42,30
869,1042,467,3,647.41,0
870,937,365,2,964.33,5
871,1463,106,2,1715.58,25
872,1256,473,1,1147.56,0
873,1412,3,1,2713.67,10
874,1351,200,3,2480.58,0
875,762,80,-4,429.3,0
876,505,452,5,2766.92,10
877,1394,105,-5,2821.12,10
878,1339,210,6,2072.39,10
879,852,143,4,2528.69,20
880,389,308,4,36.24,10
881,1419,357,4,2302.54,0
882,264,37,6,1914.6,5
883,237,35,2,554.16,25
884,671,490,2,2044.31,10
885,1424,275,4,862.88,10
886,1168,390,3,362.61,0
887,414,434,1,1496.41,30
888,261,241,5,1439.07,0
889,229,427,2,1167.25,0
890,172,124,6,1310.67,0
891,760,227,4,1793.02,0
892,85,393,6,2923.65,30
893,431,23,6,1708.56,15
894,313,472,3,530.71,10
895,947,201,2,1143.2,0
896,598,116,5,555.97,0
897,399,13,3,2614.66,25
898,143,271,2,866.98,50
899,330,494,2,956.07,30
900,229,210,6,1556.55,0
901,36,371,5,2798.74,0
902,759,462,1,315.86,0
903,479,2,1,1690.32,20
904,794,439,5,677.43,0
905,1287,280,1,226.4,50
906,1329,331,4,1161.23,50
907,1405,231,5,2731.17,20
908,487,314,6,753.88,25
909,1304,471,4,2696.24,25
910,931,115,5,437.5,15
911,1305,494,6,2902.27,0
912,527,379,2,67.71,15
913,615,236,2,1234.06,0
914,1109,65,2,2521.21,20
915,723,216,2,2651.45,20
916,944,228,6,2857.36,25
917,950,167,3,1997.79,15
918,273,106,6,741.79,30
919,1460,100,2,2844.27,50
920,1494,187,6,2701.56,50
921,1123,330,4,924.16,15
922,805,56,2,1630.77,25
923,927,212,3,157.4,50
924,445,456,3,474.37,30
925,788,93,5,2829.88,20
926,49,198,6,1704.34,5
927,353,394,3,471.79,50
928,824,78,5,1236.81,5
929,960,391,2,2794.1,0
