order_id,customer_id,order_date,status,region_code
126,339,2026-06-21 14:15:38,DELIVERED,C
127,404,2025-12-14 04:00:40,SHIPPED,W
128,384,2026-05-09 11:49:24,DELIVERED,N
129,48,2026-04-12 04:33:41,SHIPPED,E
130,,2024-08-11 15:52:58,CANCELLED,W
131,432,2026-02-01 17:58:26,PLACED,W
132,69,2023-12-30 08:18:58,DELIVERED,E
133,169,2026-04-30 13:20:57,DELIVERED,S
134,357,2026-06-23 05:41:05,DELIVERED,N
135,293,2026-07-18 09:04:49,RETURNED,C
136,45,2026-07-02 16:45:38,DELIVERED,C
137,,2026-05-09 09:39:38,RETURNED,E
138,219,2026-07-03 10:33:24,CANCELLED,E
139,270,2026-06-19 06:57:50,RETURNED,E
140,475,2023-11-11 13:39:09,DELIVERED,W
141,267,2026-07-16 08:42:52,DELIVERED,S
142,453,2026-05-24 17:55:04,DELIVERED,S
143,1,2025-08-21 04:55:36,PLACED,N
144,378,2026-06-25 18:31:02,SHIPPED,C
145,213,2026-01-28 00:00:00,PLACED,E
146,,2025-05-20 13:48:15,CANCELLED,S
147,6,2025-11-21 05:42:43,SHIPPED,E
148,131,2026-06-17 16:01:57,PLACED,E
149,260,2026-07-04 16:10:58,SHIPPED,N
150,59,2026-06-25 04:09:00,SHIPPED,W
151,371,2026-02-14 06:57:03,DELIVERED,N
152,427,2025-10-15 17:06:59,SHIPPED,E
153,473,2026-06-11 07:32:51,RETURNED,N
154,331,2024-08-08 11:05:52,DELIVERED,W
155,457,2026-07-02 22:51:43,RETURNED,W
156,402,2025-05-22 14:45:58,RETURNED,N
157,428,2026-01-15 12:52:12,SHIPPED,E
158,285,2026-01-12 15:44:41,PLACED,C
159,351,2026-06-03 19:46:30,CANCELLED,E
160,34,2025-03-07 00:00:00,SHIPPED,N
161,174,2025-12-21 02:30:37,DELIVERED,S
162,293,2026-01-06 16:33:19,DELIVERED,C
163,60,2025-07-10 14:39:51,DELIVERED,E
164,,2026-01-07 16:45:14,PLACED,W
165,45,2026-07-03 08:21:46,RETURNED,E
166,232,2024-07-18 04:17:12,SHIPPED,E
167,90,2024-12-18 23:43:19,DELIVERED,N
168,399,2025-04-08 12:16:54,RETURNED,W
169,260,2026-06-09 04:26:42,CANCELLED,C
170,79,2025-02-05 17:41:27,SHIPPED,W
171,376,2026-06-29 11:24:13,SHIPPED,E
172,74,2026-06-06 02:53:32,CANCELLED,C
173,347,2024-10-29 11:14:51,SHIPPED,N
174,236,2026-05-25 13:41:56,DELIVERED,C
175,60,2024-03-25 02:19:37,SHIPPED,N
176,352,2026-07-01 01:57:44,DELIVERED,N
177,171,2025-09-23 23:31:04,RETURNED,N
178,267,2026-03-14 07:54:24,PLACED,E
179,328,2026-01-18 13:27:38,SHIPPED,S
180,147,2024-05-15 11:11:25,DELIVERED,W
181,344,2025-09-08 19:56:52,SHIPPED,S
182,141,2025-04-04 02:07:34,PLACED,C
183,287,2025-10-30 01:40:13,PLACED,C
184,180,2025-09-25 04:55:37,SHIPPED,S
185,483,2026-07-12 06:25:04,CANCELLED,C
186,126,2024-02-29 08:44:59,PLACED,C
187,457,2026-05-25 11:02:58,DELIVERED,N
188,67,2024-07-17 04:48:52,DELIVERED,N
189,55,2025-09-27 23:40:51,PLACED,W
190,201,2025-10-15 03:48:43,DELIVERED,C
191,323,2026-05-29 19:04:02,DELIVERED,C
192,183,2025-05-13 23:34:42,SHIPPED,S
193,366,2026-04-22 23:01:22,RETURNED,W
194,291,2025-04-01 03:58:58,PLACED,W
195,50,2025-03-09 13:49:26,SHIPPED,W
196,241,2025-09-24 04:58:59,RETURNED,S
197,441,2026-01-30 04:28:55,SHIPPED,E
198,,2024-09-01 01:41:13,SHIPPED,E
199,404,2025-06-12 00:00:00,DELIVERED,N
200,34,2025-11-15 18:25:46,PLACED,W
201,237,2024-11-27 01:29:54,SHIPPED,E
202,310,2026-06-29 22:09:28,PLACED,N
203,,2024-09-22 05:04:10,CANCELLED,N
204,167,2026-05-04 13:41:24,DELIVERED,E
205,273,2026-02-04 17:03:46,DELIVERED,W
206,123,2026-05-10 03:31:27,SHIPPED,S
207,499,2026-04-30 08:05:44,DELIVERED,E
208,107,2026-06-18 00:00:00,CANCELLED,W
209,291,2025-09-11 14:13:36,DELIVERED,S
210,89,2026-07-14 06:21:34,DELIVERED,C
211,429,2026-03-25 18:59:47,PLACED,C
212,238,2026-06-26 00:56:20,DELIVERED,W
213,91,2026-06-04 12:59:14,RETURNED,N
214,307,2025-08-28 00:00:00,DELIVERED,C
215,395,2026-07-12 17:13:56,DELIVERED,W
216,331,2024-04-15 02:02:57,PLACED,S
217,455,2025-10-23 00:00:00,RETURNED,N
218,388,2024-09-30 18:34:54,DELIVERED,W
219,273,2025-09-26 01:53:00,DELIVERED,C
220,,2024-11-25 15:19:28,SHIPPED,E
221,154,2026-06-14 08:47:29,CANCELLED,E
222,471,2026-06-26 20:00:22,DELIVERED,E
223,46,2025-11-16 02:43:28,PLACED,C
224,207,2024-05-22 14:58:07,RETURNED,N
225,190,2024-07-30 19:12:10,PLACED,C
226,421,2026-02-07 23:26:09,PLACED,E
227,,2023-02-18 10:39:05,SHIPPED,C
228,202,2026-04-20 11:53:47,SHIPPED,W
229,208,2025-06-07 19:10:45,DELIVERED,S
230,340,2025-01-05 07:45:37,DELIVERED,S
231,285,2025-05-22 15:13:44,CANCELLED,E
232,431,2024-11-01 00:45:48,SHIPPED,S
233,69,2023-07-11 19:32:33,PLACED,N
234,74,2026-07-13 20:02:45,DELIVERED,S
235,44,2024-05-13 04:52:19,DELIVERED,W
236,441,2025-09-27 04:50:17,RETURNED,C
237,477,2024-11-16 03:05:01,DELIVERED,W
238,261,2026-01-15 18:06:15,DELIVERED,W
239,197,2025-07-05 15:40:57,SHIPPED,W
240,310,2025-04-15 07:53:01,DELIVERED,S
241,365,2026-06-05 08:45:08,SHIPPED,C
242,296,2026-05-23 17:14:31,PLACED,N
243,291,2025-12-30 03:54:42,DELIVERED,N
244,298,2026-04-04 10:36:53,RETURNED,N
245,73,2026-06-01 17:45:35,DELIVERED,E
246,239,2025-04-06 03:18:33,PLACED,C
247,46,2024-06-09 19:58:25,DELIVERED,N
248,351,2026-07-14 02:41:32,CANCELLED,E
249,314,2026-01-20 08:53:47,RETURNED,C
250,399,2024-06-15 07:32:28,DELIVERED,C
251,464,2026-02-21 05:43:27,DELIVERED,E
252,216,2026-07-16 05:39:36,RETURNED,E
253,149,2025-05-09 06:57:53,PLACED,C
254,384,2025-10-07 23:24:02,DELIVERED,C
255,134,2024-07-24 06:41:06,DELIVERED,C
256,87,2026-05-17 17:46:53,PLACED,E
257,415,2026-01-15 19:07:42,DELIVERED,E
258,249,2025-11-15 02:31:06,PLACED,N
259,436,2025-06-19 16:18:38,SHIPPED,C
260,144,2024-12-26 02:00:09,RETURNED,N
261,380,2024-10-31 00:21:56,DELIVERED,C
262,379,2025-01-06 18:36:16,DELIVERED,E
263,414,2026-05-02 22:38:13,SHIPPED,S
264,249,2025-12-23 06:43:54,CANCELLED,N
265,176,2025-09-27 00:09:06,RETURNED,C
266,,2026-06-30 12:04:57,SHIPPED,W
267,386,2024-12-18 01:55:09,CANCELLED,S
268,339,2025-05-27 04:03:03,DELIVERED,S
269,108,2026-07-15 16:11:16,DELIVERED,E
270,28,2026-03-25 20:34:47,SHIPPED,N
271,27,2025-11-23 15:54:45,DELIVERED,W
272,155,2026-01-04 04:55:49,DELIVERED,C
273,120,2026-05-30 09:51:06,DELIVERED,W
274,243,2025-09-13 16:09:19,PLACED,W
275,7,2025-11-23 07:30:33,RETURNED,W
276,196,2025-09-09 07:42:29,RETURNED,N
277,50,2025-07-05 04:28:00,DELIVERED,W
278,313,2025-03-22 19:42:33,SHIPPED,E
279,411,2026-02-07 04:37:03,SHIPPED,C
280,201,2026-05-22 07:00:51,CANCELLED,S
281,376,2025-02-03 20:29:40,DELIVERED,S
282,161,2026-07-01 00:23:14,PLACED,N
283,426,2024-01-30 23:38:00,PLACED,N
284,269,2024-09-08 21:56:55,DELIVERED,E
285,113,2026-06-19 19:21:05,SHIPPED,S
286,18,2023-09-16 18:15:23,DELIVERED,N
287,481,2025-12-12 03:28:22,DELIVERED,S
288,487,2026-03-27 10:17:45,DELIVERED,N
289,45,2026-07-08 13:45:45,PLACED,C
290,412,2025-06-07 20:42:16,RETURNED,S
291,130,2026-04-28 03:57:21,DELIVERED,N
292,328,2026-04-23 03:57:33,RETURNED,E
293,394,2026-01-13 11:48:10,DELIVERED,E
294,132,2025-01-22 06:55:00,CANCELLED,E
295,398,2026-01-30 05:13:39,DELIVERED,E
296,31,2024-08-23 14:36:48,RETURNED,E
297,92,2026-02-10 06:51:28,PLACED,S
298,313,2025-09-25 07:16:06,SHIPPED,W
299,56,2024-09-28 02:47:09,DELIVERED,W
300,112,2026-05-16 07:12:25,DELIVERED,W
301,367,2025-10-03 00:17:15,PLACED,N
302,37,2025-09-19 06:08:06,DELIVERED,W
303,10,2026-07-11 23:06:07,DELIVERED,N
304,478,2024-03-11 15:08:37,DELIVERED,E
305,78,2025-09-13 11:19:33,RETURNED,C
306,2,2026-03-08 01:05:51,DELIVERED,W
307,245,2025-09-27 21:20:10,DELIVERED,N
308,277,2024-06-13 18:09:18,PLACED,W
309,63,2025-11-26 11:52:38,DELIVERED,E
310,171,2026-03-09 22:39:34,SHIPPED,N
311,324,2024-05-26 05:58:43,DELIVERED,E
312,42,2025-03-19 04:24:04,CANCELLED,E
313,332,2024-01-20 09:50:03,SHIPPED,N
314,496,2025-01-16 09:30:06,DELIVERED,E
315,357,2026-07-02 00:37:39,RETURNED,E
316,,2025-01-25 18:10:00,PLACED,W
317,377,2025-04-10 01:33:18,PLACED,S
318,13,2026-05-10 18:30:13,RETURNED,S
319,251,2025-08-22 22:04:02,PLACED,C
320,330,2025-05-22 01:48:20,DELIVERED,W
321,495,2023-02-22 03:14:25,PLACED,N
322,173,2026-06-19 21:49:21,DELIVERED,S
323,414,2026-06-18 09:30:27,DELIVERED,W
324,482,2026-01-07 00:00:00,RETURNED,C
325,77,2026-04-26 08:09:36,DELIVERED,N
326,19,2026-04-02 22:33:09,DELIVERED,N
327,242,2026-06-22 15:29:20,PLACED,S
328,8,2025-09-18 08:31:14,DELIVERED,E
329,421,2025-07-19 12:17:21,DELIVERED,S
330,428,2026-03-10 21:11:30,PLACED,N
331,59,2025-09-05 01:11:29,DELIVERED,C
332,113,2026-02-11 05:33:10,CANCELLED,W
333,173,2026-07-07 08:18:50,SHIPPED,C
334,280,2025-07-09 14:44:42,SHIPPED,S
335,392,2023-09-28 16:30:29,DELIVERED,E
336,33,2026-02-04 23:22:44,SHIPPED,W
337,87,2025-12-11 02:50:33,DELIVERED,W
338,125,2025-12-04 05:21:03,PLACED,N
339,406,2026-03-09 10:57:55,CANCELLED,N
340,451,2025-04-06 19:59:22,PLACED,N
341,92,2025-05-13 07:39:39,DELIVERED,C
342,455,2024-07-19 00:00:00,DELIVERED,W
343,355,2026-02-01 08:11:47,SHIPPED,E
344,268,2026-01-09 07:12:06,DELIVERED,S
345,313,2024-03-22 19:24:56,DELIVERED,W
346,314,2026-07-13 15:39:37,PLACED,E
347,179,2026-03-29 22:18:19,PLACED,S
348,99,2023-09-18 13:17:09,RETURNED,N
349,317,2024-10-06 22:13:08,RETURNED,C
350,260,2026-06-18 14:52:08,DELIVERED,S
351,142,2024-08-10 17:43:30,SHIPPED,S
352,351,2026-07-01 12:46:30,DELIVERED,S
353,344,2026-07-18 11:17:54,PLACED,E
354,146,2025-03-06 03:25:29,DELIVERED,E
355,316,2026-07-14 16:51:33,PLACED,N
356,474,2026-06-03 11:04:06,SHIPPED,N
357,249,2026-05-02 00:43:06,PLACED,S
358,370,2025-06-04 10:48:41,DELIVERED,E
359,215,2024-09-12 16:09:41,DELIVERED,E
360,118,2026-05-25 04:57:52,PLACED,S
361,51,2025-12-27 15:55:32,DELIVERED,S
362,193,2025-09-15 10:19:46,PLACED,C
363,249,2025-11-04 03:56:51,RETURNED,S
364,111,2026-01-29 06:54:37,DELIVERED,W
365,192,2025-06-05 05:32:14,DELIVERED,S
366,,2025-09-08 19:27:18,DELIVERED,E
367,104,2026-01-09 00:00:00,PLACED,C
368,31,2024-09-27 08:27:42,PLACED,W
369,235,2025-01-26 06:29:10,SHIPPED,E
370,113,2026-03-28 00:00:00,DELIVERED,C
371,464,2025-07-03 18:25:32,DELIVERED,C
372,438,2026-02-28 23:39:32,PLACED,C
373,251,2025-04-11 01:41:52,DELIVERED,W
374,143,2023-07-29 23:07:12,DELIVERED,S
375,127,2026-06-22 16:09:24,DELIVERED,S
376,457,2026-07-13 14:16:03,RETURNED,C
377,460,2026-06-11 17:26:58,DELIVERED,N
378,21,2025-06-20 11:13:03,DELIVERED,C
379,18,2025-06-02 05:47:50,DELIVERED,W
380,,2026-06-11 20:25:11,CANCELLED,N
381,232,2025-05-13 11:02:08,SHIPPED,C
382,386,2023-04-05 21:16:09,DELIVERED,W
383,487,2025-06-04 04:53:08,PLACED,E
384,123,2026-06-20 17:24:32,RETURNED,N
385,246,2026-03-10 19:32:33,SHIPPED,W
386,440,2026-01-29 00:30:32,DELIVERED,N
387,500,2025-05-01 19:38:43,DELIVERED,S
388,448,2026-01-17 03:43:53,SHIPPED,E
389,,2025-08-31 00:00:00,DELIVERED,N
390,441,2026-02-07 05:39:40,PLACED,E
391,272,2026-04-08 10:26:31,SHIPPED,E
392,358,2026-06-29 17:06:10,DELIVERED,S
393,,2026-05-08 15:16:49,DELIVERED,C
394,451,2024-08-14 20:07:50,DELIVERED,N
395,264,2026-07-14 01:10:23,DELIVERED,N
396,57,2025-10-04 00:00:00,DELIVERED,C
397,21,2025-01-08 05:29:45,DELIVERED,C
398,361,2024-09-04 16:16:41,DELIVERED,S
399,71,2025-07-16 19:09:06,SHIPPED,N
400,333,2026-07-16 20:37:55,DELIVERED,C
401,447,2025-08-13 19:00:55,CANCELLED,S
402,165,2025-08-28 20:07:03,RETURNED,C
403,349,2025-06-10 01:55:21,SHIPPED,N
404,191,2026-03-11 01:51:27,DELIVERED,C
405,270,2025-07-02 20:59:48,DELIVERED,C
406,348,2025-05-31 19:41:27,RETURNED,W
407,318,2024-11-29 15:56:35,CANCELLED,N
408,97,2026-04-11 23:18:41,PLACED,W
409,460,2026-06-20 03:51:53,SHIPPED,N
410,56,2024-10-30 13:45:23,SHIPPED,S
411,255,2026-01-04 06:38:55,RETURNED,C
412,488,2026-04-06 20:35:01,PLACED,W
413,497,2026-07-16 16:12:45,RETURNED,W
414,,2024-06-22 13:55:19,DELIVERED,N
415,150,2024-11-16 21:46:07,PLACED,S
416,428,2026-01-14 09:47:20,DELIVERED,W
417,297,2024-09-26 21:36:06,DELIVERED,E
418,249,2026-06-01 11:57:30,DELIVERED,C
419,432,2026-01-29 15:19:12,DELIVERED,E
420,291,2025-04-01 06:56:46,RETURNED,E
421,88,2026-03-30 01:15:31,SHIPPED,E
422,498,2025-03-14 07:48:25,CANCELLED,N
423,76,2025-08-21 00:32:20,SHIPPED,S
424,317,2023-11-29 12:14:30,DELIVERED,E
425,94,2024-09-13 09:04:51,CANCELLED,S
426,83,2024-12-22 19:01:34,PLACED,E
427,295,2024-10-25 12:44:10,DELIVERED,E
428,,2023-10-14 14:31:52,SHIPPED,N
429,341,2025-03-27 19:56:44,RETURNED,S
430,191,2026-04-20 03:46:29,DELIVERED,S
431,274,2025-10-08 08:36:48,PLACED,N
432,208,2025-09-07 08:05:50,CANCELLED,W
433,476,2025-09-20 10:24:22,SHIPPED,C
434,500,2025-07-22 11:31:52,SHIPPED,E
435,243,2025-10-04 19:14:16,RETURNED,C
436,342,2025-02-22 04:01:57,CANCELLED,W
437,174,2024-11-07 15:57:00,DELIVERED,N
438,72,2025-12-18 11:05:11,DELIVERED,E
439,13,2026-01-07 05:30:42,DELIVERED,S
440,229,2025-11-03 18:28:42,PLACED,N
441,312,2026-07-03 08:39:16,SHIPPED,C
442,114,2026-05-03 22:19:01,RETURNED,E
443,101,2026-03-23 00:00:00,PLACED,W
444,347,2025-12-21 23:57:53,RETURNED,C
445,202,2025-11-04 04:52:57,DELIVERED,C
446,310,2026-05-11 21:28:14,RETURNED,E
447,204,2025-12-29 08:34:47,DELIVERED,W
448,190,2025-12-30 01:47:41,DELIVERED,E
449,177,2025-08-18 16:02:35,SHIPPED,W
450,448,2026-05-18 01:40:47,PLACED,W
451,380,2026-02-15 08:33:28,CANCELLED,E
452,84,2026-05-09 03:57:20,DELIVERED,W
453,,2026-02-05 20:22:56,RETURNED,S
454,428,2026-03-07 21:11:27,DELIVERED,S
455,107,2026-04-30 03:32:00,DELIVERED,C
456,172,2024-09-07 00:56:47,RETURNED,C
457,388,2025-09-21 14:04:30,PLACED,W
458,328,2026-02-12 05:10:00,DELIVERED,C
459,237,2024-10-05 10:33:55,SHIPPED,W
460,149,2026-03-05 09:12:51,DELIVERED,E
461,428,2026-03-06 08:26:01,SHIPPED,C
462,379,2025-09-06 08:36:03,SHIPPED,N
463,79,2025-04-03 00:32:34,SHIPPED,W
464,64,2025-06-03 14:27:34,DELIVERED,W
465,465,2025-12-23 04:17:49,PLACED,E
466,253,2024-12-23 17:21:52,DELIVERED,E
467,298,2026-04-02 19:34:47,DELIVERED,E
468,322,2025-12-10 12:16:31,RETURNED,N
469,192,2026-03-24 08:56:44,DELIVERED,N
470,433,2024-06-21 22:03:57,SHIPPED,N
471,75,2026-04-21 06:56:08,DELIVERED,S
472,183,2024-09-24 07:32:31,PLACED,E
473,215,2025-05-14 22:13:48,PLACED,E
474,272,2026-04-17 00:00:00,DELIVERED,S
475,392,2023-12-13 16:27:23,DELIVERED,S
476,279,2025-07-17 23:37:21,RETURNED,E
477,139,2026-06-20 23:25:08,PLACED,C
478,181,2024-02-10 17:37:57,PLACED,C
479,145,2025-01-05 14:51:42,CANCELLED,W
480,175,2025-12-20 22:53:52,PLACED,S
481,258,2026-01-11 01:49:51,CANCELLED,C
482,315,2026-05-18 15:53:41,CANCELLED,C
483,434,2026-02-28 23:45:38,DELIVERED,N
484,214,2025-05-05 08:46:39,RETURNED,N
485,420,2026-02-13 20:37:58,RETURNED,W
486,179,2026-03-09 02:39:33,DELIVERED,S
487,419,2026-03-08 15:27:26,RETURNED,C
488,268,2025-10-17 02:57:50,SHIPPED,E
489,15,2026-07-18 16:42:03,CANCELLED,S
490,,2023-07-19 22:49:24,RETURNED,S
491,353,2024-01-28 05:25:34,SHIPPED,S
492,67,2024-10-02 06:29:39,DELIVERED,N
493,40,2023-06-29 00:00:00,CANCELLED,W
494,22,2025-09-29 17:51:51,PLACED,C
495,304,2026-04-16 16:34:10,DELIVERED,E
496,23,2025-05-23 09:45:10,SHIPPED,N
497,387,2024-08-16 19:23:11,CANCELLED,C
498,106,2026-02-01 18:23:17,RETURNED,S
499,344,2025-12-08 15:53:37,PLACED,S
500,434,2025-08-15 03:26:09,RETURNED,E
501,181,2024-03-07 21:27:59,RETURNED,C
502,124,2025-08-10 06:35:37,DELIVERED,N
503,420,2026-05-11 15:20:41,CANCELLED,C
504,112,2025-06-22 04:45:01,RETURNED,S
505,462,2026-05-06 10:59:31,DELIVERED,N
506,474,2025-09-25 07:28:33,RETURNED,W
507,188,2026-06-03 14:37:05,DELIVERED,W
508,345,2025-02-16 22:52:32,SHIPPED,E
509,195,2026-02-06 21:37:01,SHIPPED,S
510,209,2023-07-29 00:00:00,CANCELLED,E
511,64,2026-03-07 10:42:33,PLACED,S
512,254,2026-02-18 21:12:03,DELIVERED,C
513,370,2023-09-15 12:41:01,PLACED,W
514,60,2025-11-06 10:46:47,SHIPPED,C
515,377,2025-07-14 05:54:40,DELIVERED,W
516,116,2026-02-10 14:09:36,DELIVERED,W
517,97,2025-11-12 04:25:10,RETURNED,W
518,481,2026-04-23 04:13:26,DELIVERED,N
519,346,2026-04-05 06:08:43,DELIVERED,W
520,225,2025-06-01 08:55:01,DELIVERED,N
521,62,2025-12-22 05:12:23,DELIVERED,C
522,53,2026-01-19 10:21:45,PLACED,S
523,174,2025-03-24 06:53:04,DELIVERED,W
524,63,2024-06-25 01:30:06,CANCELLED,W
525,,2024-03-08 15:54:57,CANCELLED,C
526,304,2026-05-28 04:31:08,CANCELLED,W
527,183,2026-01-22 19:02:10,DELIVERED,W
528,249,2026-04-30 16:11:48,SHIPPED,W
529,56,2024-08-25 10:24:08,SHIPPED,W
530,119,2026-06-07 23:58:15,RETURNED,N
531,51,2025-08-06 12:57:34,CANCELLED,W
532,348,2023-04-06 14:40:12,RETURNED,W
533,310,2025-12-19 12:16:41,SHIPPED,C
534,320,2024-08-18 07:13:00,CANCELLED,C
535,393,2026-06-22 08:54:06,CANCELLED,S
536,151,2026-07-02 03:57:10,DELIVERED,C
537,134,2025-08-01 21:33:15,SHIPPED,C
538,280,2025-04-07 16:08:21,RETURNED,N
539,221,2026-06-03 21:20:43,RETURNED,W
540,,2024-11-30 05:31:22,SHIPPED,W
541,227,2025-11-27 17:40:42,PLACED,S
542,286,2026-03-21 19:04:35,RETURNED,S
543,252,2026-05-19 04:46:58,PLACED,W
544,250,2026-01-24 22:29:10,PLACED,W
545,338,2025-09-11 00:00:00,DELIVERED,C
546,241,2026-04-01 21:30:54,DELIVERED,S
547,260,2026-06-10 16:19:56,DELIVERED,W
548,303,2024-09-07 05:00:10,DELIVERED,E
