product_id,product_name,category,subcategory,cost_price
61,Footwear Premium 61,Clothing,Footwear,992.46
62,Academic Plus 62,Books,Academic,979.96
63,Mobiles Mini 63,Electronics,Mobiles,553.33
64,Kitchen Smart 64,Home,Kitchen,1546.23
65,FICTION ECO 65,Books,Fiction,1551.35
66,Furniture Plus 66,Home,Furniture,440.99
67,Fiction Plus 67,Books,Fiction,1503.93
68,Furniture Smart 68,Home,Furniture,1725.09
69,Cameras Max 69,Electronics,Cameras,477.71
70,Bedding Ultra 70,Home,Bedding,1570.77
71,Men Eco 71,Clothing,Men,565.76
72,Kids Plus 72,Clothing,Kids,1147.61
73,Laptops Basic 73,Electronics,Laptops,1985.01
74,WOMEN MINI 74,Clothing,Women,647.58
75,FOOTWEAR SMART 75,Clothing,Footwear,1266.64
76,ACADEMIC SMART 76,Books,Academic,1590.22
77,Cameras Premium 77,Electronics,Cameras,1390.93
78,Bedding Smart 78,Home,Bedding,9.93
79,Cameras Lite 79,Electronics,Cameras,719.65
80,Cameras Mini 80,Electronics,Cameras,1650.57
81,Comics Deluxe 81,Books,Comics,678.82
82,Footwear Deluxe 82,Clothing,Footwear,1525.7
83,Mobiles Lite 83,Electronics,Mobiles,921.87
84,Laptops Smart 84,Electronics,Laptops,1983.72
85,Non-Fiction Plus 85,Books,Non-Fiction,1764.88
86,KITCHEN CLASSIC 86,Home,Kitchen,724.07
87,Accessories Lite 87,Electronics,Accessories,335.22
88,Comics Plus 88,Books,Comics,472.12
89,Mobiles Pro 89,Electronics,Mobiles,160.49
90,  footwear pro 90  ,Clothing,Footwear,690.43
91,CAMERAS PLUS 91,Electronics,Cameras,146.3
92,Fiction Plus 92,Books,Fiction,210.89
93,Decor Ultra 93,Home,Decor,1627.67
94,Women Max 94,Clothing,Women,21.91
95,Footwear Deluxe 95,Clothing,Footwear,1258.02
96,Footwear Eco 96,Clothing,Footwear,1720.63
97,Mobiles Ultra 97,Electronics,Mobiles,1181.2
98,Comics Basic 98,Books,Comics,283.96
99,Furniture Mini 99,Home,Furniture,1202.02
100,Furniture Lite 100,Home,Furniture,414.86
101,Footwear Classic 101,Clothing,Footwear,1568.68
102,FOOTWEAR BASIC 102,Clothing,Footwear,1001.67
103,Mobiles Deluxe 103,Electronics,Mobiles,268.31
104,Comics Premium 104,Books,Comics,1526.64
105,  mobiles eco 105  ,Electronics,Mobiles,528.06
106,Mobiles Basic 106,Electronics,Mobiles,1259.0
107,Academic Plus 107,Books,Academic,1282.87
108,Kids Max 108,Clothing,Kids,1025.05
109,Women Premium 109,Clothing,Women,1174.94
110,Accessories Plus 110,Electronics,Accessories,1907.09
111,MEN MINI 111,Clothing,Men,871.79
112,Fiction Classic 112,Books,Fiction,1317.81
113,Men Pro 113,Clothing,Men,1404.49
114,Footwear Deluxe 114,Clothing,Footwear,1567.06
115,KITCHEN DELUXE 115,Home,Kitchen,1563.34
116,Furniture Pro 116,Home,Furniture,861.5
117,Accessories Plus 117,Electronics,Accessories,1256.93
118,Academic Premium 118,Books,Academic,1001.72
119,Kids Ultra 119,Clothing,Kids,210.3
120,Laptops Plus 120,Electronics,Laptops,92.86
121,Laptops Pro 121,Electronics,Laptops,769.04
122,Women Pro 122,Clothing,Women,1828.33
123,Non-Fiction Deluxe 123,Books,Non-Fiction,1832.13
124,Decor Max 124,Home,Decor,243.2
125,Laptops Mini 125,Electronics,Laptops,1962.92
126,Fiction Smart 126,Books,Fiction,1548.19
127,Decor Max 127,Home,Decor,20.9
128,Kids Eco 128,Clothing,Kids,1480.45
129,Footwear Deluxe 129,Clothing,Footwear,989.25
130,  women ultra 130  ,Clothing,Women,823.02
131,Kids Lite 131,Clothing,Kids,1755.01
132,Furniture Lite 132,Home,Furniture,1477.47
133,Furniture Mini 133,Home,Furniture,480.14
134,Fiction Ultra 134,Books,Fiction,190.59
135,Footwear Plus 135,Clothing,Footwear,919.62
136,MOBILES PREMIUM 136,Electronics,Mobiles,1640.83
137,Mobiles Basic 137,Electronics,Mobiles,265.76
138,Decor Deluxe 138,Home,Decor,788.94
139,Decor Smart 139,Home,Decor,154.0
140,WOMEN ECO 140,Clothing,Women,215.79
141,Academic Deluxe 141,Books,Academic,1074.17
142,Footwear Classic 142,Clothing,Footwear,1705.7
143,Laptops Lite 143,Electronics,Laptops,1410.89
144,LAPTOPS DELUXE 144,Electronics,Laptops,1423.76
145,  bedding premium 145  ,Home,Bedding,601.19
146,Men Basic 146,Clothing,Men,1114.13
147,MEN SMART 147,Clothing,Men,1588.65
148,Mobiles Pro 148,Electronics,Mobiles,1965.22
149,Women Basic 149,Clothing,Women,1262.44
150,  accessories max 150  ,Electronics,Accessories,133.62
151,Non-Fiction Max 151,Books,Non-Fiction,1659.57
152,Furniture Pro 152,Home,Furniture,106.02
153,  academic smart 153  ,Books,Academic,1368.01
154,Kids Mini 154,Clothing,Kids,553.59
155,Non-Fiction Pro 155,Books,Non-Fiction,1235.87
156,Bedding Basic 156,Home,Bedding,960.67
157,ACCESSORIES BASIC 157,Electronics,Accessories,402.92
158,Men Basic 158,Clothing,Men,721.43
159,Comics Eco 159,Books,Comics,779.82
160,Men Deluxe 160,Clothing,Men,63.46
161,Furniture Smart 161,Home,Furniture,1534.85
162,Women Max 162,Clothing,Women,486.1
163,Laptops Eco 163,Electronics,Laptops,1595.79
164,Kitchen Ultra 164,Home,Kitchen,639.42
165,Furniture Plus 165,Home,Furniture,1895.38
166,Women Smart 166,Clothing,Women,355.24
167,Mobiles Pro 167,Electronics,Mobiles,441.52
168,Fiction Deluxe 168,Books,Fiction,406.92
169,Kids Plus 169,Clothing,Kids,1605.84
170,FURNITURE PRO 170,Home,Furniture,1410.87
171,Men Premium 171,Clothing,Men,1921.31
172,BEDDING ECO 172,Home,Bedding,607.02
173,Women Plus 173,Clothing,Women,1584.73
174,Comics Ultra 174,Books,Comics,1126.14
175,Kitchen Lite 175,Home,Kitchen,354.83
176,Decor Ultra 176,Home,Decor,8.59
177,Fiction Ultra 177,Books,Fiction,1842.47
178,MEN SMART 178,Clothing,Men,1491.96
179,Kids Deluxe 179,Clothing,Kids,1771.21
180,  accessories smart 180  ,Electronics,Accessories,423.32
181,Accessories Classic 181,Electronics,Accessories,1442.23
182,Cameras Smart 182,Electronics,Cameras,1938.36
183,Academic Basic 183,Books,Academic,753.82
184,Non-Fiction Ultra 184,Books,Non-Fiction,1599.39
185,Accessories Pro 185,Electronics,Accessories,1903.57
186,Accessories Ultra 186,Electronics,Accessories,326.0
187,Mobiles Deluxe 187,Electronics,Mobiles,1229.22
188,Fiction Basic 188,Books,Fiction,334.17
189,NON-FICTION PRO 189,Books,Non-Fiction,415.07
190,Footwear Plus 190,Clothing,Footwear,1851.52
191,Decor Classic 191,Home,Decor,104.02
192,Non-Fiction Pro 192,Books,Non-Fiction,858.07
193,BEDDING MINI 193,Home,Bedding,417.87
194,Furniture Smart 194,Home,Furniture,620.17
195,Academic Smart 195,Books,Academic,533.68
196,Non-Fiction Deluxe 196,Books,Non-Fiction,741.96
197,Fiction Classic 197,Books,Fiction,530.48
198,Furniture Ultra 198,Home,Furniture,1336.6
199,Accessories Premium 199,Electronics,Accessories,1514.13
200,Men Basic 200,Clothing,Men,840.17
201,Non-Fiction Smart 201,Books,Non-Fiction,792.63
202,Laptops Max 202,Electronics,Laptops,900.83
203,WOMEN MINI 203,Clothing,Women,849.63
204,NON-FICTION LITE 204,Books,Non-Fiction,1192.12
205,Furniture Max 205,Home,Furniture,797.72
206,Decor Premium 206,Home,Decor,1747.57
207,FICTION BASIC 207,Books,Fiction,1135.35
208,Mobiles Eco 208,Electronics,Mobiles,1572.56
209,Bedding Classic 209,Home,Bedding,973.74
210,Fiction Ultra 210,Books,Fiction,291.99
211,Fiction Basic 211,Books,Fiction,666.33
212,Men Plus 212,Clothing,Men,540.83
213,Furniture Deluxe 213,Home,Furniture,609.59
214,Bedding Plus 214,Home,Bedding,1945.13
215,Women Classic 215,Clothing,Women,889.01
216,Decor Plus 216,Home,Decor,1292.88
217,Footwear Mini 217,Clothing,Footwear,817.3
218,Comics Pro 218,Books,Comics,322.15
219,Bedding Ultra 219,Home,Bedding,1050.95
220,Laptops Mini 220,Electronics,Laptops,405.45
221,Laptops Pro 221,Electronics,Laptops,1836.47
222,Kids Deluxe 222,Clothing,Kids,1012.73
223,Mobiles Mini 223,Electronics,Mobiles,1190.12
224,Footwear Eco 224,Clothing,Footwear,691.78
225,  furniture classic 225  ,Home,Furniture,104.05
226,Women Lite 226,Clothing,Women,417.43
227,  fiction lite 227  ,Books,Fiction,1823.47
228,Men Mini 228,Clothing,Men,1611.15
229,Decor Basic 229,Home,Decor,1703.91
230,Comics Mini 230,Books,Comics,1356.01
231,Fiction Pro 231,Books,Fiction,1326.4
232,Decor Classic 232,Home,Decor,966.07
233,Decor Lite 233,Home,Decor,557.39
234,Kitchen Ultra 234,Home,Kitchen,484.4
235,Cameras Lite 235,Electronics,Cameras,284.16
236,Cameras Classic 236,Electronics,Cameras,840.04
237,Fiction Eco 237,Books,Fiction,1146.22
238,Kids Plus 238,Clothing,Kids,1374.2
239,Comics Premium 239,Books,Comics,344.12
240,Kids Max 240,Clothing,Kids,1483.13
241,KIDS LITE 241,Clothing,Kids,713.79
242,Bedding Deluxe 242,Home,Bedding,1173.21
243,  fiction smart 243  ,Books,Fiction,1270.62
244,Cameras Mini 244,Electronics,Cameras,1735.66
245,  comics basic 245  ,Books,Comics,1709.21
246,Women Deluxe 246,Clothing,Women,1140.96
247,Non-Fiction Deluxe 247,Books,Non-Fiction,364.81
248,Cameras Deluxe 248,Electronics,Cameras,357.76
249,Mobiles Smart 249,Electronics,Mobiles,1523.58
250,Women Smart 250,Clothing,Women,1560.61
251,Footwear Lite 251,Clothing,Footwear,860.91
252,  academic pro 252  ,Books,Academic,402.83
253,Furniture Deluxe 253,Home,Furniture,1064.41
254,Mobiles Lite 254,Electronics,Mobiles,456.4
255,DECOR ULTRA 255,Home,Decor,1009.16
256,Kitchen Max 256,Home,Kitchen,599.91
257,Bedding Plus 257,Home,Bedding,1050.61
258,Non-Fiction Deluxe 258,Books,Non-Fiction,982.91
259,  women basic 259  ,Clothing,Women,452.52
260,  women plus 260  ,Clothing,Women,1011.74
261,Accessories Plus 261,Electronics,Accessories,79.54
262,Furniture Eco 262,Home,Furniture,1325.63
263,MOBILES PLUS 263,Electronics,Mobiles,891.41
264,Accessories Smart 264,Electronics,Accessories,414.96
265,Accessories Basic 265,Electronics,Accessories,1326.65
266,Kitchen Basic 266,Home,Kitchen,214.3
267,Accessories Max 267,Electronics,Accessories,997.99
268,Kids Premium 268,Clothing,Kids,719.05
269,  comics ultra 269  ,Books,Comics,995.23
270,Footwear Deluxe 270,Clothing,Footwear,30.44
271,Mobiles Eco 271,Electronics,Mobiles,302.54
272,Mobiles Plus 272,Electronics,Mobiles,1810.03
273,Footwear Classic 273,Clothing,Footwear,104.91
274,Men Classic 274,Clothing,Men,1355.15
275,Fiction Max 275,Books,Fiction,1781.13
276,Laptops Lite 276,Electronics,Laptops,660.68
277,COMICS PLUS 277,Books,Comics,1630.85
278,Men Basic 278,Clothing,Men,915.79
279,Academic Basic 279,Books,Academic,1594.83
280,Laptops Plus 280,Electronics,Laptops,1963.23
281,Men Basic 281,Clothing,Men,967.94
282,Non-Fiction Eco 282,Books,Non-Fiction,720.4
283,Laptops Smart 283,Electronics,Laptops,230.31
284,  academic pro 284  ,Books,Academic,1311.67
285,Laptops Lite 285,Electronics,Laptops,1040.6
286,Cameras Lite 286,Electronics,Cameras,966.45
287,Non-Fiction Premium 287,Books,Non-Fiction,1227.76
288,Laptops Premium 288,Electronics,Laptops,1704.48
289,Men Smart 289,Clothing,Men,665.14
290,Furniture Premium 290,Home,Furniture,1288.42
291,Non-Fiction Max 291,Books,Non-Fiction,1603.52
292,Fiction Smart 292,Books,Fiction,241.82
293,Fiction Max 293,Books,Fiction,76.48
294,Mobiles Eco 294,Electronics,Mobiles,1276.89
295,Footwear Deluxe 295,Clothing,Footwear,113.28
296,Footwear Deluxe 296,Clothing,Footwear,1241.42
297,Comics Plus 297,Books,Comics,199.39
298,Men Deluxe 298,Clothing,Men,1269.15
299,DECOR PLUS 299,Home,Decor,1794.27
300,Non-Fiction Plus 300,Books,Non-Fiction,821.38
301,KITCHEN MINI 301,Home,Kitchen,1705.13
302,Footwear Mini 302,Clothing,Footwear,219.99
303,Fiction Lite 303,Books,Fiction,1179.68
304,Academic Lite 304,Books,Academic,1010.87
305,Fiction Premium 305,Books,Fiction,1108.69
306,Academic Premium 306,Books,Academic,1820.81
307,Women Max 307,Clothing,Women,1203.09
308,Bedding Basic 308,Home,Bedding,1832.24
309,Kids Basic 309,Clothing,Kids,1941.13
310,Non-Fiction Ultra 310,Books,Non-Fiction,1401.53
311,Decor Plus 311,Home,Decor,1109.4
312,Women Mini 312,Clothing,Women,584.71
313,Kitchen Plus 313,Home,Kitchen,1916.86
314,Furniture Deluxe 314,Home,Furniture,1167.7
315,Comics Basic 315,Books,Comics,1047.85
316,  cameras ultra 316  ,Electronics,Cameras,117.93
317,Kitchen Classic 317,Home,Kitchen,297.12
318,Accessories Mini 318,Electronics,Accessories,69.45
319,Fiction Eco 319,Books,Fiction,1480.29
320,Footwear Mini 320,Clothing,Footwear,1594.68
321,Furniture Basic 321,Home,Furniture,1913.62
322,Furniture Pro 322,Home,Furniture,410.16
323,Non-Fiction Lite 323,Books,Non-Fiction,1297.03
324,Women Classic 324,Clothing,Women,1966.99
325,Laptops Ultra 325,Electronics,Laptops,243.11
326,Cameras Classic 326,Electronics,Cameras,264.48
327,Furniture Deluxe 327,Home,Furniture,1875.3
328,Laptops Deluxe 328,Electronics,Laptops,1548.45
329,Bedding Eco 329,Home,Bedding,150.4
330,Kitchen Ultra 330,Home,Kitchen,1573.59
331,Footwear Premium 331,Clothing,Footwear,188.43
332,Women Lite 332,Clothing,Women,724.79
333,Footwear Premium 333,Clothing,Footwear,1962.36
334,Mobiles Lite 334,Electronics,Mobiles,484.49
335,Men Lite 335,Clothing,Men,765.84
336,Cameras Classic 336,Electronics,Cameras,569.24
337,  bedding smart 337  ,Home,Bedding,1797.07
338,KIDS PREMIUM 338,Clothing,Kids,196.43
339,Mobiles Mini 339,Electronics,Mobiles,1548.3
340,Fiction Mini 340,Books,Fiction,1406.97
341,Fiction Plus 341,Books,Fiction,52.39
342,FURNITURE MAX 342,Home,Furniture,360.09
343,Furniture Eco 343,Home,Furniture,1822.42
344,Academic Smart 344,Books,Academic,868.88
345,CAMERAS LITE 345,Electronics,Cameras,16.77
346,Mobiles Plus 346,Electronics,Mobiles,718.61
347,Accessories Lite 347,Electronics,Accessories,177.58
348,Academic Basic 348,Books,Academic,66.48
349,Women Ultra 349,Clothing,Women,1594.56
350,Kitchen Classic 350,Home,Kitchen,1828.77
351,Furniture Premium 351,Home,Furniture,287.04
352,Mobiles Eco 352,Electronics,Mobiles,1076.62
353,Accessories Mini 353,Electronics,Accessories,1807.58
354,Kitchen Basic 354,Home,Kitchen,1703.66
355,Women Ultra 355,Clothing,Women,1670.32
356,Men Ultra 356,Clothing,Men,1136.75
357,Cameras Lite 357,Electronics,Cameras,584.85
358,Accessories Max 358,Electronics,Accessories,1163.29
359,Decor Ultra 359,Home,Decor,472.89
360,Furniture Mini 360,Home,Furniture,904.04
361,Kitchen Eco 361,Home,Kitchen,1616.36
362,Non-Fiction Pro 362,Books,Non-Fiction,1572.39
363,COMICS DELUXE 363,Books,Comics,1467.28
364,Academic Smart 364,Books,Academic,614.42
365,Laptops Lite 365,Electronics,Laptops,1684.38
366,Women Classic 366,Clothing,Women,1255.1
367,Mobiles Premium 367,Electronics,Mobiles,1626.22
368,Non-Fiction Pro 368,Books,Non-Fiction,1089.22
369,Non-Fiction Deluxe 369,Books,Non-Fiction,1783.42
370,Kitchen Smart 370,Home,Kitchen,185.66
371,Furniture Lite 371,Home,Furniture,1928.18
372,Women Smart 372,Clothing,Women,1134.88
373,  footwear deluxe 373  ,Clothing,Footwear,1524.14
374,Men Classic 374,Clothing,Men,90.4
375,Kids Basic 375,Clothing,Kids,912.01
376,Mobiles Lite 376,Electronics,Mobiles,1408.95
377,Decor Eco 377,Home,Decor,351.83
378,Comics Eco 378,Books,Comics,1671.76
379,Bedding Mini 379,Home,Bedding,709.03
380,Bedding Smart 380,Home,Bedding,18.16
381,Footwear Ultra 381,Clothing,Footwear,1031.51
382,Kitchen Ultra 382,Home,Kitchen,727.63
383,Laptops Basic 383,Electronics,Laptops,1441.91
384,Academic Smart 384,Books,Academic,326.69
385,  fiction mini 385  ,Books,Fiction,1149.11
386,Women Lite 386,Clothing,Women,1782.14
387,Men Ultra 387,Clothing,Men,364.17
388,Fiction Plus 388,Books,Fiction,1643.5
389,Laptops Smart 389,Electronics,Laptops,945.47
390,Non-Fiction Mini 390,Books,Non-Fiction,1203.67
391,Kids Ultra 391,Clothing,Kids,688.63
392,Fiction Mini 392,Books,Fiction,268.77
393,Laptops Premium 393,Electronics,Laptops,1011.2
394,NON-FICTION ECO 394,Books,Non-Fiction,954.36
395,Mobiles Max 395,Electronics,Mobiles,265.01
396,Cameras Premium 396,Electronics,Cameras,1750.27
397,Non-Fiction Smart 397,Books,Non-Fiction,765.57
398,Cameras Ultra 398,Electronics,Cameras,1532.89
399,Accessories Eco 399,Electronics,Accessories,820.25
400,Men Plus 400,Clothing,Men,19.19
401,Mobiles Basic 401,Electronics,Mobiles,1377.09
402,BEDDING DELUXE 402,Home,Bedding,855.01
403,Decor Premium 403,Home,Decor,734.46
404,Bedding Mini 404,Home,Bedding,1568.66
405,Non-Fiction Deluxe 405,Books,Non-Fiction,970.1
406,Decor Plus 406,Home,Decor,280.45
407,Laptops Smart 407,Electronics,Laptops,1898.74
408,Laptops Premium 408,Electronics,Laptops,680.18
409,Laptops Basic 409,Electronics,Laptops,15.55
410,Laptops Smart 410,Electronics,Laptops,873.58
411,Accessories Mini 411,Electronics,Accessories,1220.01
412,Academic Eco 412,Books,Academic,576.51
413,Laptops Lite 413,Electronics,Laptops,26.37
414,Kitchen Pro 414,Home,Kitchen,1023.54
415,  women lite 415  ,Clothing,Women,482.32
416,Laptops Max 416,Electronics,Laptops,1560.45
417,Bedding Basic 417,Home,Bedding,1037.9
418,Mobiles Premium 418,Electronics,Mobiles,1660.38
419,Decor Classic 419,Home,Decor,1926.3
420,  academic eco 420  ,Books,Academic,354.19
421,Mobiles Premium 421,Electronics,Mobiles,1894.3
422,Decor Plus 422,Home,Decor,757.28
423,Non-Fiction Deluxe 423,Books,Non-Fiction,920.4
424,FICTION SMART 424,Books,Fiction,139.77
425,Women Deluxe 425,Clothing,Women,709.43
426,Accessories Mini 426,Electronics,Accessories,800.87
427,Furniture Premium 427,Home,Furniture,955.73
428,Kitchen Eco 428,Home,Kitchen,1894.5
429,Footwear Plus 429,Clothing,Footwear,1472.18
430,Kitchen Mini 430,Home,Kitchen,503.14
431,KITCHEN MAX 431,Home,Kitchen,161.58
432,Fiction Premium 432,Books,Fiction,1696.78
433,Decor Smart 433,Home,Decor,1762.57
434,Bedding Ultra 434,Home,Bedding,1832.43
435,Bedding Mini 435,Home,Bedding,260.85
436,  academic premium 436  ,Books,Academic,697.84
437,Footwear Max 437,Clothing,Footwear,922.84
438,Mobiles Lite 438,Electronics,Mobiles,1164.11
439,Decor Eco 439,Home,Decor,378.37
440,Kitchen Classic 440,Home,Kitchen,1228.1
441,Kitchen Smart 441,Home,Kitchen,841.09
442,Decor Basic 442,Home,Decor,363.88
443,Women Max 443,Clothing,Women,1609.15
444,ACADEMIC MINI 444,Books,Academic,1918.5
445,Footwear Pro 445,Clothing,Footwear,1001.7
446,Bedding Classic 446,Home,Bedding,1717.71
447,Cameras Max 447,Electronics,Cameras,124.77
448,BEDDING LITE 448,Home,Bedding,1490.46
449,Decor Deluxe 449,Home,Decor,1864.03
450,Decor Pro 450,Home,Decor,705.43
451,Women Classic 451,Clothing,Women,1348.02
452,Academic Max 452,Books,Academic,576.61
453,Women Lite 453,Clothing,Women,678.09
454,Fiction Max 454,Books,Fiction,460.29
455,Decor Plus 455,Home,Decor,1291.07
456,Bedding Deluxe 456,Home,Bedding,1044.27
457,Academic Ultra 457,Books,Academic,51.09
458,Kids Plus 458,Clothing,Kids,164.73
459,FOOTWEAR MAX 459,Clothing,Footwear,1873.9
460,Fiction Pro 460,Books,Fiction,1050.35
461,Mobiles Classic 461,Electronics,Mobiles,173.2
462,Comics Mini 462,Books,Comics,571.93
463,Women Premium 463,Clothing,Women,62.0
464,Decor Smart 464,Home,Decor,1742.44
465,Bedding Ultra 465,Home,Bedding,1396.76
466,Footwear Lite 466,Clothing,Footwear,1755.2
467,Comics Deluxe 467,Books,Comics,458.12
468,Cameras Classic 468,Electronics,Cameras,523.32
469,Furniture Pro 469,Home,Furniture,1517.8
470,Kids Classic 470,Clothing,Kids,21.59
471,  academic classic 471  ,Books,Academic,863.72
472,Kitchen Pro 472,Home,Kitchen,381.2
473,Academic Mini 473,Books,Academic,1475.55
474,Academic Mini 474,Books,Academic,847.37
475,Kids Classic 475,Clothing,Kids,1066.23
476,Bedding Mini 476,Home,Bedding,368.9
477,Furniture Lite 477,Home,Furniture,908.27
478,  non-fiction deluxe 478  ,Books,Non-Fiction,104.02
479,Laptops Max 479,Electronics,Laptops,254.45
480,FICTION MINI 480,Books,Fiction,34.38
481,Kids Basic 481,Clothing,Kids,1599.93
482,Bedding Plus 482,Home,Bedding,663.85
483,Men Classic 483,Clothing,Men,147.41
484,Non-Fiction Mini 484,Books,Non-Fiction,503.91
485,Fiction Max 485,Books,Fiction,1430.79
486,Academic Mini 486,Books,Academic,71.85
487,Fiction Premium 487,Books,Fiction,420.85
488,Comics Deluxe 488,Books,Comics,1457.83
489,Accessories Smart 489,Electronics,Accessories,401.45
490,Laptops Max 490,Electronics,Laptops,871.15
491,Laptops Classic 491,Electronics,Laptops,794.64
492,Men Pro 492,Clothing,Men,1383.05
493,Kids Max 493,Clothing,Kids,1002.34
494,Furniture Pro 494,Home,Furniture,312.07
495,Laptops Smart 495,Electronics,Laptops,1963.44
496,Bedding Plus 496,Home,Bedding,1380.05
497,Kitchen Classic 497,Home,Kitchen,973.18
498,Comics Premium 498,Books,Comics,383.6
499,Kids Deluxe 499,Clothing,Kids,554.27
500,Men Premium 500,Clothing,Men,594.87
